AT,GQ,HB,HD,HF,HG,HI,HM,HO,HQ,HV,HX,HY,IA,ID,IF,IH,IN,IR,LC,LE,LG,LH,LI,NI,OT,SF,TL,UW,WT,YU,AAN,ACE,GC
3983.501676,0,3191,3113,0,19,337,827,2076,1970,100,1112.866552,1065.774179,475,2430,1532,252,171,1776,2784,2257,2599,34.741345,320,694,412,230,357,301,271,0,1696.849687,1388.231793,8.015927
410.079285,0,1156,1122,0,0,0,171,935,1005,62.229489,1151.10195,1131.430592,382,851,1017,64,13,954,631,318,323,8.964752,21,116,76,64,102,24,23,0,487.930827,600.418458,4.435553
3292.832161,40,4489,4481,108,110,334,1211,2888,2961,100,1124.029217,1070.353496,741,2280,3292,228,351,2718,2207,1159,1269,11.776169,152,336,208,176,256,133,125,0,1708.245553,2791.957065,5.627979
1652.315391,71,1648,1715,3490,79,359,366,2959,827,96.945815,1121.914033,1052.97757,140,2141,617,397,35,661,2227,1661,1649,28.693231,197,650,376,224,483,239,102,0,634.162266,1392.385207,17.632578
3323.070825,15,3566,3469,81,31,279,1023,2731,2525,100,1097.127612,1045.913966,601,1888,2881,214,267,2255,2274,1912,3140,34.045321,456,616,294,190,1063,910,277,1,2289.736919,2958.866316,6.441037
3191.202269,64,6187,6107,233,162,617,2039,4433,3889,100,1088.376381,1011.401562,778,2687,4625,381,608,3008,4383,3769,5259,37.069148,867,856,486,422,1657,722,685,1,3575.892846,4625.673824,9.200106
1843.93641,0,3004,2954,0,44,142,786,1951,2131,78.812748,1115.941478,1064.753097,500,943,2825,190,253,1752,1890,1190,1301,18.019391,148,226,176,156,182,117,98,0,1980.331749,1735.379288,2.820951
520.361956,0,853,823,0,0,11,224,680,695,43.56904,1064.746205,1042.498873,258,166,1168,57,14,685,283,93,86,3.562552,8,70,40,20,18,13,11,0,522.28019,318.529337,14.185618
585.721953,0,422,398,0,0,0,58,317,373,51.620968,1136.043838,1126.673468,147,195,448,22,0,399,179,120,191,13.403509,8,68,30,24,83,31,14,0,167.755137,272.174467,15.956218
1013.291346,0,11094,10492,35,50,178,1884,6768,9085,40.745471,1136.507027,1093.035517,1864,7679,6100,895,16,9689,13641,10005,12338,39.581662,1589,2796,2460,1322,1809,930,785,0,8188.822038,8927.704099,112.962684
1669.114239,0,6793,7067,62,950,814,1331,2959,3801,89.72231,1145.489589,1062.685401,398,4987,3146,319,234,2717,4040,2297,2861,21.170638,446,788,768,272,894,225,157,0,3275.884666,3329.45684,8.227233
40.424361,0,169,188,0,0,0,23,94,102,36.821162,1126.891929,1126.397068,12,137,127,0,17,112,55,19,7,1.694915,0,30,16,8,5,0,0,0,206.796873,181.428515,-32.547865
6545.496301,90,5381,5710,311,428,1179,1142,2282,2474,100,1131.552201,1060.274321,220,4223,1837,292,207,1563,3359,2082,2252,22.089259,494,814,778,294,711,179,138,0,2884.344338,2934.242818,8.361641
2786.091879,105,11794,11683,507,1392,1716,4160,9558,7520,100,1095.708359,975.693752,1376,6361,8282,968,654,6001,10283,8838,12105,43.596485,2562,2434,2128,1404,2327,2117,1129,0,11227.77956,8590.557867,8.206291
5077.353824,0,908,909,5,137,152,193,486,482,100,1119.914578,1061.816255,95,916,305,68,54,409,493,313,387,19.64467,61,110,94,42,104,44,28,0,323.368826,572.304344,-1.566697
499.994277,0,767,750,0,22,13,133,553,635,25.43141,1139.248748,1106.146556,209,463,712,36,12,539,269,125,123,5.657774,8,46,42,32,31,21,8,0,280.589751,345.011727,12.726137
2630.146686,248,19398,18942,716,2307,2579,7881,17314,12375,99.099552,1059.656121,939.28098,2236,6766,17282,1501,1611,8988,17947,16432,22142,49.267945,4609,4242,3074,1762,6059,2867,2454,0,18665.32956,13707.71615,5.634426
5799.921541,30,10834,11101,758,2757,2344,2458,5549,5584,100,1146.735769,1009.081066,643,8664,4608,665,309,3596,7711,5391,6657,30,2077,1618,1468,862,1724,1248,498,0,4246.312622,4982.246933,6.954396
2087.828,2,3998,3907,430,168,259,1194,2658,2567,100,1105.099923,1034.829429,555,1767,3333,201,299,2238,2196,1400,1456,15.495956,334,442,350,272,207,126,66,0,2390.511317,2546.3248,5.36481
1887.717997,105,3408,3277,62,29,76,726,2595,2723,97.903325,1143.663379,1094.430263,771,1957,3029,197,112,2478,1925,1130,1167,12.380649,151,264,224,194,213,147,104,0,2136.777069,2458.601477,-0.226757
1687.224501,138,6796,6563,295,413,705,2251,4764,4269,100,1124.439163,1006.278582,875,2933,5452,403,513,3622,4653,3314,3487,22.557899,804,1134,934,466,561,333,195,0,3571.864056,4154.745828,8.979078
5542.462567,0,698,686,0,8,133,165,283,343,100,1088.833246,1052.905866,44,506,256,35,17,277,458,323,403,28.025035,44,86,70,56,49,31,28,0,338.233767,365.480739,4.093696
2471.826389,126,3144,3087,248,14,171,855,2241,2188,94.678786,1122.732984,1076.832712,438,2134,2166,154,280,1830,1886,1401,1610,21.128609,277,394,312,196,453,172,117,0,1872.421909,2364.620744,6.750192
1028.463503,75,5553,5493,173,266,462,2786,4735,3371,75.105401,1099.58683,941.294301,625,764,6344,287,729,2534,1954,714,582,4.865,71,304,272,166,155,105,33,0,5131.304799,5156.452681,13.368484
878.526586,95,2033,2129,321,61,229,1139,1808,1089,63.811597,994.351397,898.925997,136,231,2256,124,440,707,768,324,242,5.766023,30,150,142,78,91,25,14,0,1530.168626,1887.966205,0
1780.860003,0,11445,10858,0,256,181,2640,9401,9460,87.893839,1129.913248,1080.80312,3162,5361,10915,813,231,8515,10519,8082,9311,27.918203,1069,1876,1600,1094,987,847,755,0,5483.072238,5956.015456,0.67952
3417.856653,102,5502,5178,38,227,189,2156,6238,4720,67.739701,1002.49265,925.598001,1819,1703,5904,680,20,4237,8321,7869,12326,67.706674,2375,2656,1060,920,3018,2536,1257,0,5659.159223,5571.393878,11.499622
615.867838,5,1393,1399,150,5,50,578,1161,999,40.71561,1078.099101,1021.8003,184,309,1554,63,97,753,781,311,329,10.163732,45,128,100,90,124,81,14,0,1127.64582,1466.085748,12.766609
1074.786545,0,1133,1085,0,0,0,120,538,948,6.522054,1134.267433,1129.777123,145,571,810,47,0,884,962,477,503,16.800267,41,242,142,96,40,38,36,1,936.081864,831.215203,0
2745.958048,182,3554,3547,379,87,265,731,2166,2405,97.199558,1155.281049,1095.478512,628,2705,2095,176,351,2295,2251,849,888,9.857904,86,474,300,188,127,117,103,0,1980.084067,2599.163173,6.480677
338.559122,0,432,422,0,0,0,84,299,327,32.646022,1114.356919,1094.895058,86,285,328,29,0,310,205,77,59,5.29148,0,36,30,24,14,11,8,0,118.130769,333.608299,5.144252
679.23967,0,2138,2024,6,78,59,551,1732,1671,99.999997,1086.671179,1049.205209,459,925,2117,157,12,1412,1915,1483,1581,27.53396,242,394,392,324,225,216,142,0,1099.270812,1231.709686,8.970154
3210.920979,0,1734,1683,0,63,57,473,1362,1374,82.543367,1092.709888,1030.827231,384,667,1604,122,13,1238,1540,1236,1572,33.157562,211,210,164,152,150,103,101,0,1467.802004,1864.217344,-1.77526
1345.814396,0,6982,7019,32,539,647,2564,4812,4244,78.487934,1045.771143,981.161354,769,1698,6525,538,435,3516,3324,1486,1450,9.629433,172,834,416,168,166,146,122,0,5126.559289,4674.194124,3.210683
1805.752272,0,779,736,0,6,61,229,524,552,68.02207,1085.417533,1043.308933,93,320,755,36,61,412,565,354,394,21.553611,41,116,108,68,49,42,40,0,590.520717,701.464151,0.051125
5315.610373,0,2068,2084,0,160,317,498,1167,1276,100,1069.088713,1031.720478,152,1506,1029,111,68,1099,1563,1152,1392,30.254293,361,290,256,190,316,173,117,0,1436.771295,1525.970658,3.212035
261.363378,0,567,553,0,0,13,133,436,444,0.844797,1074.292296,1064.187036,144,265,540,35,0,449,249,90,69,4.367089,0,42,40,34,19,14,11,0,326.306948,484.169726,-7.919958
29.249558,0,106,104,0,0,0,25,69,80,45.400944,1077.050448,1077.050448,11,81,80,6,0,59,51,19,18,6.818182,0,12,8,8,5,5,0,0,25.087878,76.834426,0
483.804511,0,2596,2473,0,19,50,669,1747,2057,31.398363,1095.178921,1034.956045,607,531,2833,199,26,2054,1657,881,1026,14.23221,70,404,268,158,82,65,58,0,2285.621277,1962.166841,19.738087
354.878182,0,540,558,8,0,9,137,364,394,41.29703,1090.940309,1076.069164,87,287,432,27,38,359,203,50,31,2.30312,0,50,22,18,14,5,5,0,206.143673,333.857973,0
749.081534,50,3818,3671,98,118,163,1117,2782,2816,31.235485,1120.042793,1029.059032,763,796,4504,232,225,2565,1477,369,258,2.627559,15,264,256,130,43,34,34,0,2135.271226,2356.059273,1.956564
212.389261,0,605,634,63,0,31,211,457,376,57.23029,1076.18473,1053.280782,36,312,556,11,73,294,203,88,65,4.734159,0,52,32,20,35,5,5,0,247.20329,590.236838,-3.994845
2632.981091,0,824,815,0,23,74,228,465,497,100,1036.068238,1015.572117,72,391,502,37,25,430,540,393,494,28.52194,72,92,72,52,104,36,36,0,391.494974,822.884992,10.301139
4318.648935,0,4298,4528,269,1038,936,1130,2345,2249,100,1136.18499,1021.643562,254,3487,1738,259,166,1527,3119,2002,2136,24.932882,494,552,446,348,326,266,260,0,2242.268831,2214.361897,10.645217
1626.335983,201,6843,6509,205,97,132,1695,4858,5623,70.870376,1102.671962,1045.748408,1523,2375,6175,493,52,5621,5346,4420,6713,33.551579,763,1064,1044,580,1215,1177,527,0,4832.76135,5955.322405,96.243084
163.900448,0,19,23,273,0,0,0,8,8,100,1150.062915,1150.062915,0,22,16,5,0,11,17,14,11,23.913043,0,8,6,6,8,6,0,0,5.605731,10.907899,0
5853.942037,0,9449,10131,738,976,2264,1724,3752,4231,100,1153.685786,1069.677615,591,8334,2633,561,377,2445,6476,4023,4037,23.276061,577,1392,968,490,491,395,329,0,3879.305873,4902.900075,13.752666
10635.35942,0,5418,5998,1903,7,1572,980,2509,2526,100,1152.462425,1091.288591,178,5189,1131,411,16,1042,6068,4737,4383,43.825617,435,1552,1154,834,1178,690,531,0,1017.690807,1952.375588,35.529032
778.17671,0,995,991,5,23,115,272,624,645,87.197164,1042.197109,1029.676218,111,485,736,71,65,489,624,431,533,23.80527,78,124,116,70,105,65,33,0,485.436494,1057.150911,3.994954
2807.623665,0,4296,3845,103,297,242,1795,4695,3236,100,980.252903,866.799176,929,1070,4470,499,108,2289,6847,6452,8266,71.375529,2720,2910,994,376,2917,1613,819,1,3017.227724,3005.298776,4.811049
1888.53685,73,7495,6669,128,218,918,3429,8577,5161,100,988.321812,851.678939,1179,2343,6613,873,432,3402,12880,12284,14762,78.529631,4640,4108,2150,818,4860,1637,1374,1,6610.778972,4923.45451,10.41908
2881.17298,60,12918,12263,436,1092,1488,5878,14481,9182,91.367959,954.820393,838.906309,1967,2952,12629,1524,557,6103,19910,18931,23682,73.491807,6657,4416,3030,1858,7841,1602,1424,0,12536.6297,10046.78825,8.20264
289.307021,0,312,317,0,0,0,91,234,233,29.849611,1077.915673,1060.549051,56,127,291,15,0,230,116,54,41,5,0,26,22,18,11,6,0,0,241.726765,352.953907,10.877962
1773.694464,0,974,938,72,47,55,253,843,769,97.694823,1111.753397,1070.688098,276,434,1058,64,79,643,398,225,305,10.904541,18,148,56,44,121,34,27,0,614.62578,591.121195,-8.839237
5929.989035,0,5602,5767,292,118,946,1235,2731,2715,100,1118.019923,1064.806144,599,4227,2097,324,244,2283,4051,2557,3006,25.596049,369,808,648,528,487,382,379,0,2308.268569,2793.524025,5.250136
6205.34891,0,8982,9829,870,487,2379,1783,3231,3499,99.631025,1114.145442,1057.09678,266,6710,2745,623,263,2111,5948,3059,2976,18.726403,363,1542,1060,502,276,240,221,0,4176.784316,4549.096887,12.814732
5893.982048,0,1442,1535,24,10,272,198,392,611,100,1153.517343,1097.620077,84,1177,399,68,58,424,785,367,371,14.160305,19,196,112,110,79,32,31,0,669.126405,718.518446,-6.541494
1416.500775,0,348,336,0,13,11,85,238,279,100,1087.369254,1079.641999,47,139,329,22,13,229,191,138,172,18.736383,6,36,36,26,35,33,19,0,162.911094,221.082101,3.270042
2453.293075,0,2872,2823,14,9,148,652,2136,2172,100,1125.052313,1086.821275,701,1766,2348,168,204,1907,1294,934,1329,17.005758,132,314,170,146,370,223,91,1,1392.755902,1935.223895,3.734999
1979.365169,70,3353,3182,150,90,464,1378,3222,2190,100,1028.535768,907.640279,393,1242,2816,380,209,1581,4121,3733,4611,56.47275,1154,1146,524,296,1249,325,244,0,2869.598936,2109.217595,9.290439
1853.278554,65,6112,5721,105,565,525,2619,6724,4563,82.976997,1027.673033,870.029619,1038,1496,6374,679,212,3088,8636,8024,10742,68.24217,2783,1462,1080,732,3277,1201,798,0,5394.253384,4026.546969,7.764098
3151.365606,92,4892,4743,110,20,242,892,3248,3452,100,1147.763456,1111.846772,1023,4600,2350,314,327,3215,2890,1859,1951,15.353742,213,774,420,350,441,283,212,0,1995.927098,2162.206056,-0.899734
3081.71339,165,3475,3302,246,62,158,953,2728,2696,90.623683,1061.749327,1011.114616,807,1378,2907,328,23,2421,4043,3659,4525,46.395981,562,632,388,354,449,338,328,0,2421.268583,3440.897673,3.882945
2152.374385,0,7300,6984,0,81,169,1693,4666,5807,52.413417,1079.430349,1031.141643,1382,3357,5556,699,49,5756,8488,6556,8169,40.442596,853,2000,1954,558,755,470,467,0,5841.112543,7951.920926,160.331256
2766.783187,0,3717,3482,0,20,52,914,2912,3240,100,1084.214264,1050.951065,820,1571,2983,313,46,3288,4023,3659,5577,49.011337,682,642,616,450,629,482,332,0,2711.707532,2847.230639,48.607538
2242.898962,0,5194,4985,7,35,127,1373,5065,4468,66.101805,1098.183645,1056.602504,1516,2062,5438,423,102,3422,5029,4525,6675,42.619078,717,948,754,606,923,740,717,0,4055.477658,5258.838464,-0.566986
1279.375374,0,799,791,0,38,52,222,561,553,76.612762,1091.381297,1037.857232,158,353,671,48,42,556,326,117,91,4.600607,15,60,58,38,16,15,12,0,438.962304,595.466804,0.287431
2322.549748,45,4885,4753,347,15,165,1377,4069,3740,97.49154,1109.125002,1068.349171,765,3091,3917,297,261,3072,4721,4068,5387,42.791326,780,1038,1002,514,1322,834,805,0,3604.195912,2643.330027,2.000815
1076.876698,160,5777,5477,365,26,141,1303,5000,4725,89.53614,1132.097549,1091.499093,1315,4237,4419,410,163,3625,6037,4795,6447,40.170727,744,974,968,904,1269,1186,834,0,3757.6245,3320.597919,-0.615364
770.690808,37,1556,1514,22,59,30,386,1082,1197,67.632122,1101.009798,1059.662944,261,486,1646,102,34,1116,663,250,206,5.030525,13,142,98,86,44,27,21,0,793.019709,1502.372803,4.880952
273.898737,0,385,374,0,0,0,95,281,302,24.339714,1112.324848,1090.346707,66,223,345,9,9,272,167,68,38,3.707317,0,48,38,20,13,10,0,0,102.846941,307.618602,6.698044
1454.038437,45,7524,7030,60,263,705,3527,8530,5795,89.493887,1020.943318,878.034644,1161,1580,8470,662,321,3665,10300,9906,14001,72.480199,3483,3058,2078,1858,2417,2263,1720,0,8569.580242,7491.93505,-0.128586
3480.079883,60,7450,7508,179,451,1206,2270,4858,4314,100,1085.606216,1019.888165,581,5002,4168,495,381,3595,5409,4323,5967,36.324344,1221,1582,1284,662,1714,1250,417,0,5583.39975,4756.881345,1.723281
3195.360659,49,5747,5966,114,0,572,900,2662,3250,100,1149.002132,1109.632344,684,4966,1928,308,523,2319,3665,2481,2238,18.671784,143,604,576,408,334,231,194,0,1168.922426,2814.486891,-0.255384
802.234411,0,1098,1132,0,10,71,519,945,693,51.181118,1001.278952,949.211876,109,149,1239,65,82,584,425,222,225,9.050684,35,152,78,42,95,44,25,0,762.811697,1108.774394,20.713451
4272.549621,0,792,815,38,11,175,193,460,412,96.769305,1108.853869,1072.014508,39,684,227,82,21,221,757,626,635,40.088384,76,136,132,90,146,95,60,0,343.887431,410.684433,72.67786
948.473614,0,2866,2666,790,51,93,720,1823,2143,21.482578,1068.626882,1003.123144,434,1481,1780,331,0,2103,4016,3186,3946,50.975326,521,1052,682,316,324,286,279,1,2458.858635,3338.343143,233.035972
823.797775,0,2700,2664,155,67,205,931,2003,1768,75.498503,1027.692202,973.240737,278,608,2500,175,110,1183,2103,1792,2192,36.723069,314,332,276,228,469,322,301,0,2110.639616,2135.967336,0
213.812038,0,1131,1083,7,0,19,334,836,881,35.676175,1101.608554,1031.539568,258,246,1296,72,18,777,466,127,88,3.032391,9,90,66,32,20,20,12,0,558.936177,704.685807,29.10242
1130.294079,75,1145,1148,239,5,39,300,930,835,49.953756,1083.274963,1048.818227,213,402,1200,73,33,756,600,256,226,7.419567,19,94,76,56,45,18,16,0,820.388722,1071.304453,-1.375849
1056.519442,0,2572,2487,0,37,89,601,1861,1949,71.773388,1094.62459,1064.155966,602,1154,2400,207,37,1757,1099,446,334,4.95549,11,208,192,78,80,28,26,0,1162.79056,2016.055535,1.269646
1936.126935,20,4127,3942,133,0,140,1053,3683,3273,100,1122.484878,1082.394976,928,2633,3467,240,179,2753,4197,3344,3869,34.95979,567,764,732,500,738,708,620,0,1895.600944,1971.216594,0.961377
2239.50262,49,3825,3684,93,48,139,1055,2868,2817,100,1142.30745,1065.600824,652,2172,3059,212,205,2480,2768,2005,2183,22.521407,351,604,428,284,390,341,123,0,1645.243438,1735.86632,-1.686811
1566.769884,0,2565,2441,6,26,84,661,1996,1989,77.83271,1101.05935,1077.168515,499,1546,2112,136,124,1736,1706,1350,1638,24.882273,207,392,266,214,324,258,173,0,1596.794597,2001.290289,0.905252
384.595886,0,804,763,0,0,30,240,585,600,45.25475,1070.354175,1033.837801,179,168,1013,26,44,571,267,108,126,5.849582,12,76,72,28,56,19,11,0,488.049236,566.594663,33.408449
1299.463105,155,6316,5921,280,202,380,1868,5778,4846,100,1127.59902,1062.360417,1400,3482,5792,466,492,3553,6631,5310,5723,33.438504,766,1338,1250,1142,1200,881,370,0,3531.845399,3617.147755,-5.012388
1717.865537,55,5176,4904,545,156,199,1325,4140,3933,100,1116.986119,1062.030692,881,2494,4709,315,226,2961,4395,3375,3707,27.49592,627,920,754,502,723,600,255,0,2788.010039,2849.461213,-1.627137
543.998708,0,72,66,0,0,0,8,58,63,0.454674,1135.489394,1135.489394,26,46,78,0,0,59,38,12,11,4.803493,0,18,14,6,5,0,0,0,51.840832,37.272745,0
372.060994,0,1766,1688,0,25,17,311,1336,1459,36.632757,1139.707769,1109.864576,449,1228,1411,101,16,1405,990,539,568,11.048434,27,138,116,88,157,68,36,1,754.138343,861.327403,8.752866
1605.758586,0,1536,1458,6,82,24,238,1200,1311,64.354856,1135.146186,1109.2204,499,854,1395,93,13,1300,728,376,388,8.338706,21,100,96,74,84,53,30,1,1059.233964,1236.68086,-5.912121
1383.028868,0,687,653,0,0,0,97,440,593,100,1126.152913,1115.087454,187,521,449,43,0,583,964,741,944,44.888255,122,216,194,148,142,130,87,0,326.818489,557.01298,232.28383
2747.513049,0,1424,1354,10,19,30,355,1164,1144,72.191434,1111.435153,1063.379026,263,614,1387,73,28,941,816,643,828,21.875826,74,162,148,86,198,131,63,0,967.49343,810.402996,-0.424894
2286.103135,5,2145,2099,9,289,194,735,1497,1421,100,1066.76855,1009.164102,271,808,1898,97,169,1133,896,650,746,15.082895,108,226,136,92,124,72,70,0,1291.354961,1085.834087,4.931052
710.275399,62,509,477,66,0,12,107,429,426,22.526034,1098.078223,1089.492771,175,204,624,33,6,448,215,83,65,4.042289,0,26,20,18,19,9,8,0,265.259595,275.507382,24.63754
1647.812158,299,14301,13936,699,1193,1151,4989,11752,10004,89.675972,1116.875724,958.064578,2650,3515,15547,1358,555,8390,10233,7334,8345,23.37666,1767,2254,1642,1222,1316,865,369,0,9532.595207,11239.41976,3.966371
2859.394412,0,4221,4150,66,218,627,1473,3162,2604,100,1041.262208,967.142987,442,2266,2732,408,233,2094,4062,3457,4282,44.762701,896,1222,410,354,1064,337,216,1,2897.72751,3289.989131,4.542995
627.275215,0,1438,1611,410,90,338,318,832,730,100,1118.364565,1065.367666,79,1365,410,131,12,367,1410,1124,1122,37.487471,171,292,280,212,252,142,142,0,510.912691,860.615427,20.691673
1142.051085,0,2114,2053,87,207,90,650,1739,1561,69.390247,1071.724138,992.633357,342,440,2323,170,52,1065,1330,1093,1448,27.538988,204,248,198,122,380,207,141,0,1536.490405,1866.589426,-10.403589
1936.501423,30,7008,6670,252,56,241,1805,6118,5640,100,1153.691087,1080.999313,1328,4622,5620,374,316,4351,7999,6645,7607,40.755425,1041,1462,1214,1098,1227,1195,1017,0,3016.266546,2005.10332,-2.738527
697.339503,0,1148,1080,126,0,30,206,644,878,28.377632,1068.84788,1062.640554,141,855,577,95,7,816,1535,1238,1541,50.7743,189,290,288,108,155,133,104,0,865.674088,1273.926569,286.965193
757.733087,0,688,684,59,91,111,229,500,371,99.8642,1042.281577,980.522634,87,273,527,60,50,300,423,225,243,16.221629,22,68,68,46,29,24,24,1,324.201433,695.078719,6.344016
2659.37181,0,5100,5085,262,451,500,1181,3250,3538,80.303573,1136.378975,1071.869036,1033,3596,3466,286,381,3340,2724,1420,1857,14.589881,201,418,274,200,374,329,107,0,2767.51546,5912.014023,1.732855
7020.296346,176,3258,3472,302,331,769,740,1477,1405,100,1121.181901,1042.271303,104,2499,1195,189,153,887,2211,1439,1607,25.973816,330,530,490,236,406,155,117,0,1790.262749,1834.393866,6.385591
957.903212,0,847,799,0,7,0,95,678,746,57.537288,1141.165097,1121.716804,303,444,921,33,0,753,356,137,113,4.306402,8,64,42,30,33,10,9,0,236.477559,513.317823,18.893141
2329.957846,30,6131,5913,57,124,206,1753,4051,4713,76.253527,1078.051603,998.539859,1158,1630,5912,571,43,4559,4260,2750,3060,18.899389,426,1084,1076,280,233,187,154,0,4633.531073,3877.578736,73.21481
1432.195494,0,1384,1345,250,114,32,305,986,1108,100,1104.927537,1084.007614,268,674,1217,61,41,1005,713,476,527,13.406258,39,142,102,72,57,47,39,0,961.795411,1197.073978,6.789886
130.774018,0,220,190,0,0,0,33,172,180,16.365435,1112.920054,1084.229199,83,68,263,9,0,149,90,61,90,14.195584,5,46,22,12,48,9,6,0,113.283214,120.774172,58.758218
2580.662484,96,5667,5585,98,277,641,1433,3399,3680,98.935041,1100.013008,1046.634447,572,3655,3559,336,305,3259,3728,2550,3408,25.843634,794,830,712,556,754,425,406,0,4045.816996,4359.09973,6.319186
